Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[genotype]	Characteristics[developmental stage]	Characteristics[progenitor cell type]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_STRAND]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[stimulus]	Factor Value[sampling time point]	Unit[time unit]
SM45	ERS2599941	SAMEA4779996	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM45	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM45_2_S45	group 33	sequencing assay	ERX2700473	SM45_2_S45_R1_001.fastq.gz	SM45_2_S45_R1_001.fastq.gz	ERR2685961	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685961/ERR2685961.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM45	ERS2599941	SAMEA4779996	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM45	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM45_3_S45	group 33	sequencing assay	ERX2700473	SM45_3_S45_R1_001.fastq.gz	SM45_3_S45_R1_001.fastq.gz	ERR2685962	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685962/ERR2685962.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM45	ERS2599941	SAMEA4779996	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM45	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM45_4_S45	group 33	sequencing assay	ERX2700473	SM45_4_S45_R1_001.fastq.gz	SM45_4_S45_R1_001.fastq.gz	ERR2685963	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685963/ERR2685963.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM45	ERS2599941	SAMEA4779996	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM45	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM45_S45	group 33	sequencing assay	ERX2700473	SM45_S45_R1_001.fastq.gz	SM45_S45_R1_001.fastq.gz	ERR2685964	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685964/ERR2685964.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	24	hour
SM7	ERS2599942	SAMEA4779997	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM7	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM7_2_S7	group 34	sequencing assay	ERX2700474	SM7_2_S7_R1_001.fastq.gz	SM7_2_S7_R1_001.fastq.gz	ERR2685965	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685965/ERR2685965.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM7	ERS2599942	SAMEA4779997	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM7	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM7_3_S7	group 34	sequencing assay	ERX2700474	SM7_3_S7_R1_001.fastq.gz	SM7_3_S7_R1_001.fastq.gz	ERR2685966	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685966/ERR2685966.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM7	ERS2599942	SAMEA4779997	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM7	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM7_4_S7	group 34	sequencing assay	ERX2700474	SM7_4_S7_R1_001.fastq.gz	SM7_4_S7_R1_001.fastq.gz	ERR2685967	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685967/ERR2685967.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM7	ERS2599942	SAMEA4779997	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM7	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM7_S7	group 34	sequencing assay	ERX2700474	SM7_S7_R1_001.fastq.gz	SM7_S7_R1_001.fastq.gz	ERR2685968	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685968/ERR2685968.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM8	ERS2599943	SAMEA4779998	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM8	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM8_2_S8	group 35	sequencing assay	ERX2700475	SM8_2_S8_R1_001.fastq.gz	SM8_2_S8_R1_001.fastq.gz	ERR2685969	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685969/ERR2685969.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM8	ERS2599943	SAMEA4779998	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM8	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM8_3_S8	group 35	sequencing assay	ERX2700475	SM8_3_S8_R1_001.fastq.gz	SM8_3_S8_R1_001.fastq.gz	ERR2685970	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685970/ERR2685970.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM8	ERS2599943	SAMEA4779998	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM8	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM8_4_S8	group 35	sequencing assay	ERX2700475	SM8_4_S8_R1_001.fastq.gz	SM8_4_S8_R1_001.fastq.gz	ERR2685971	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685971/ERR2685971.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM8	ERS2599943	SAMEA4779998	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM8	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM8_S8	group 35	sequencing assay	ERX2700475	SM8_S8_R1_001.fastq.gz	SM8_S8_R1_001.fastq.gz	ERR2685972	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685972/ERR2685972.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM9	ERS2599944	SAMEA4779999	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM9	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM9_2_S9	group 36	sequencing assay	ERX2700476	SM9_2_S9_R1_001.fastq.gz	SM9_2_S9_R1_001.fastq.gz	ERR2685973	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685973/ERR2685973.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM9	ERS2599944	SAMEA4779999	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM9	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM9_3_S9	group 36	sequencing assay	ERX2700476	SM9_3_S9_R1_001.fastq.gz	SM9_3_S9_R1_001.fastq.gz	ERR2685974	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685974/ERR2685974.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM9	ERS2599944	SAMEA4779999	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM9	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM9_4_S9	group 36	sequencing assay	ERX2700476	SM9_4_S9_R1_001.fastq.gz	SM9_4_S9_R1_001.fastq.gz	ERR2685975	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685975/ERR2685975.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM9	ERS2599944	SAMEA4779999	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM9	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM9_S9	group 36	sequencing assay	ERX2700476	SM9_S9_R1_001.fastq.gz	SM9_S9_R1_001.fastq.gz	ERR2685976	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685976/ERR2685976.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	neurotrophin-4	0.5	hour
SM28	ERS2599945	SAMEA4780000	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM28	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM28_2_S28	group 37	sequencing assay	ERX2700477	SM28_2_S28_R1_001.fastq.gz	SM28_2_S28_R1_001.fastq.gz	ERR2685977	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685977/ERR2685977.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM28	ERS2599945	SAMEA4780000	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM28	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM28_3_S28	group 37	sequencing assay	ERX2700477	SM28_3_S28_R1_001.fastq.gz	SM28_3_S28_R1_001.fastq.gz	ERR2685978	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685978/ERR2685978.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM28	ERS2599945	SAMEA4780000	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM28	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM28_4_S28	group 37	sequencing assay	ERX2700477	SM28_4_S28_R1_001.fastq.gz	SM28_4_S28_R1_001.fastq.gz	ERR2685979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685979/ERR2685979.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM28	ERS2599945	SAMEA4780000	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM28	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM28_S28	group 37	sequencing assay	ERX2700477	SM28_S28_R1_001.fastq.gz	SM28_S28_R1_001.fastq.gz	ERR2685980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685980/ERR2685980.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM29	ERS2599946	SAMEA4780001	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM29	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM29_2_S29	group 38	sequencing assay	ERX2700478	SM29_2_S29_R1_001.fastq.gz	SM29_2_S29_R1_001.fastq.gz	ERR2685981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685981/ERR2685981.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM29	ERS2599946	SAMEA4780001	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM29	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM29_3_S29	group 38	sequencing assay	ERX2700478	SM29_3_S29_R1_001.fastq.gz	SM29_3_S29_R1_001.fastq.gz	ERR2685982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685982/ERR2685982.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM29	ERS2599946	SAMEA4780001	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM29	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM29_4_S29	group 38	sequencing assay	ERX2700478	SM29_4_S29_R1_001.fastq.gz	SM29_4_S29_R1_001.fastq.gz	ERR2685983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685983/ERR2685983.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM29	ERS2599946	SAMEA4780001	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM29	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM29_S29	group 38	sequencing assay	ERX2700478	SM29_S29_R1_001.fastq.gz	SM29_S29_R1_001.fastq.gz	ERR2685984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685984/ERR2685984.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM30	ERS2599947	SAMEA4780002	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM30	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM30_2_S30	group 39	sequencing assay	ERX2700479	SM30_2_S30_R1_001.fastq.gz	SM30_2_S30_R1_001.fastq.gz	ERR2685985	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685985/ERR2685985.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM30	ERS2599947	SAMEA4780002	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM30	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM30_3_S30	group 39	sequencing assay	ERX2700479	SM30_3_S30_R1_001.fastq.gz	SM30_3_S30_R1_001.fastq.gz	ERR2685986	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685986/ERR2685986.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM30	ERS2599947	SAMEA4780002	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM30	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM30_4_S30	group 39	sequencing assay	ERX2700479	SM30_4_S30_R1_001.fastq.gz	SM30_4_S30_R1_001.fastq.gz	ERR2685987	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685987/ERR2685987.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM30	ERS2599947	SAMEA4780002	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM30	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM30_S30	group 39	sequencing assay	ERX2700479	SM30_S30_R1_001.fastq.gz	SM30_S30_R1_001.fastq.gz	ERR2685988	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685988/ERR2685988.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	12	hour
SM16	ERS2599948	SAMEA4780003	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM16	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM16_2_S16	group 40	sequencing assay	ERX2700480	SM16_2_S16_R1_001.fastq.gz	SM16_2_S16_R1_001.fastq.gz	ERR2685989	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685989/ERR2685989.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM16	ERS2599948	SAMEA4780003	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM16	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM16_3_S16	group 40	sequencing assay	ERX2700480	SM16_3_S16_R1_001.fastq.gz	SM16_3_S16_R1_001.fastq.gz	ERR2685990	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685990/ERR2685990.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM16	ERS2599948	SAMEA4780003	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM16	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM16_4_S16	group 40	sequencing assay	ERX2700480	SM16_4_S16_R1_001.fastq.gz	SM16_4_S16_R1_001.fastq.gz	ERR2685991	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685991/ERR2685991.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
SM16	ERS2599948	SAMEA4780003	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM16	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM16_S16	group 40	sequencing assay	ERX2700480	SM16_S16_R1_001.fastq.gz	SM16_S16_R1_001.fastq.gz	ERR2685992	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685992/ERR2685992.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	TrkB agonist antibody ZEB85	2	hour
